Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales,Total Advertising Cost of Sales (ACOS),Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales
"Jul 29, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,quick drying bathtub mat non slip,35,2,5.71%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,quick drying bathtub mat non slip,49,1,2.04%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,quick drying bathtub mat non slip,24,1,4.17%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,original bathtub mat anti slip,2,2,100.0%,$1.10,$2.20,$24.11,,,1,1,,,,,
"Jul 23, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,premium bathtub mat non slip,8,1,12.5%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,velmo bathtub mat non slip,9,1,11.11%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,velmo bathtub mat non slip,20,2,10.0%,$1.12,$2.24,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,velmo bathtub mat non slip,68,3,4.41%,$1.12,$3.37,$35.20,,,1,1,,,,,
"Aug 01, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,walk in tub bathtub mat non slip,4,2,50.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,machine washable bathtub mat non slip,60,1,1.67%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,machine washable bathtub mat non slip,101,1,0.99%,$1.09,$1.09,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,machine washable bathtub mat non slip,127,3,2.36%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,machine washable bathtub mat non slip,141,3,2.13%,$1.12,$3.37,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,machine washable bathtub mat non slip rubber,7,2,28.57%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,machine washable bathtub mat anti slip,1,1,100.0%,$1.12,$1.12,$24.11,,,1,1,,,,,
"Jul 13, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,machine washable quick drying bathtub mat anti slip,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,machine washable walk in tub bathtub mat non slip,3,2,66.67%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,bathtub mat non slip,PHRASE,size xxx bathtub mat non slip,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,anti slip bathtub mat,13,1,7.69%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,anti slip bathtub mat,39,2,5.13%,$1.06,$2.12,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,anti slip bathtub mat,9,1,11.11%,$1.06,$1.06,$24.11,,,1,1,,,,,
"Jul 19, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,nonslip bathtub mat,10,2,20.0%,$1.06,$2.12,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,nonslip bathtub mat,362,4,1.1%,$1.06,$4.24,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,nonslip bathtub mat,238,2,0.84%,$1.06,$2.12,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,nonslip bathtub mat,68,3,4.41%,$1.06,$3.18,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,nonslip bathtub mat,250,1,0.4%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,nonslip bathtub mat,42,2,4.76%,$1.06,$2.12,$48.21,,,2,2,,,,,
"Jul 30, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,nonslip bathtub mat,188,2,1.06%,$1.06,$2.12,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,nonslip bathtub mat,201,4,1.99%,$1.04,$4.17,$0.00,,,0,0,,,,,
"Jul 07, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,non slip bathtub mat,236,2,0.85%,$0.94,$1.87,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,non slip bathtub mat,600,5,0.83%,$1.06,$5.30,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,non slip bathtub mat,462,5,1.08%,$1.06,$5.30,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,non slip bathtub mat,194,4,2.06%,$1.06,$4.24,$24.11,,,1,1,,,,,
"Jul 29, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,non slip bathtub mat,51,1,1.96%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,non slip bathtub mat,1029,2,0.19%,$1.06,$2.12,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,精确主干,精确主干 组,non slip bathtub mat,EXACT,non slip bathtub mat,399,1,0.25%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,mildew resistant shower mat for kitchen bathtub,6,1,16.67%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,mildew resistant foldable shower mat,3,1,33.33%,$1.02,$1.02,$48.21,,,2,2,,,,,
"Jul 27, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,laundry mildew resistant shower mat,12,2,16.67%,$1.02,$2.04,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,durable mildew resistant shower mat,16,1,6.25%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,anti slip shower mat mildew resistant,4,1,25.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,pellura shower runners,7,2,28.57%,$1.02,$2.04,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,pellura shower mat mildew resistant,4,2,50.0%,$0.82,$1.64,$24.11,,,1,1,,,,,
"Jul 25, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,pellura shower mat mildew resistant,1,1,100.0%,$0.84,$0.84,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,odorless shower mat mildew resistant,2,2,100.0%,$1.02,$2.04,$24.11,,,1,1,,,,,
"Jul 17, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,cindra travel walk in tub shower mat mildew resistant,2,1,50.0%,$0.82,$0.82,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,cindra shower mat mildew resistant,166,2,1.2%,$0.82,$1.64,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,cindra shower mat mildew resistant,317,1,0.32%,$0.82,$0.82,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,cindra shower mat mildew resistant,302,3,0.99%,$0.82,$2.46,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,cindra shower mat mildew resistant,313,1,0.32%,$0.77,$0.77,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,cindra shower mat mildew resistant for bathtub,36,1,2.78%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,属性-防霉款,属性-防霉款 组,shower mildew resistant mat,BROAD,apartment shower mat mildew resistant,1,1,100.0%,$0.66,$0.66,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,属性-吸盘款,属性-吸盘款 组,non slip shower mat machine washable with strong suction cups,BROAD,nonslip shower stall mat tub gripping runner rug,3,3,100.0%,$1.02,$3.06,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,属性-吸盘款,属性-吸盘款 组,non slip shower mat machine washable with strong suction cups,BROAD,anti slip mat minimalist trusted with textured bath towel,1,1,100.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,属性-吸盘款,属性-吸盘款 组,non slip shower mat machine washable with strong suction cups,BROAD,pellura shower non slip mat,4,1,25.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组拓词,词组拓词 组,non skid bathtub mat,PHRASE,skid free non skid bathtub mat strong compact,7,2,28.57%,$0.94,$1.88,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组拓词,词组拓词 组,non skid bathtub mat,PHRASE,skid free non skid bathtub mat with strong compact,4,1,25.0%,$1.11,$1.11,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,词组拓词,词组拓词 组,non skid bathtub mat,PHRASE,non skid bathtub mat,142,1,0.7%,$1.45,$1.45,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,词组拓词,词组拓词 组,non skid bathtub mat,PHRASE,non skid bathtub mat,408,2,0.49%,$1.84,$3.67,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,词组拓词,词组拓词 组,non skid bathtub mat,PHRASE,non skid bathtub mat,726,7,0.96%,$1.57,$11.01,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,词组拓词,词组拓词 组,non skid bathtub mat,PHRASE,non skid bathtub mat,24,2,8.33%,$0.94,$1.88,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,词组拓词,词组拓词 组,non skid bathtub mat,PHRASE,non skid bathtub mat,24,1,4.17%,$1.22,$1.22,$67.50,,,2,2,,,,,
"Jul 30, 2026",,USD,词组拓词,词组拓词 组,non skid bathtub mat,PHRASE,non skid bathtub mat,26,1,3.85%,$1.22,$1.22,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,词组拓词,词组拓词 组,non skid bathtub mat,PHRASE,non skid bathtub mat machine washable,15,2,13.33%,$1.08,$2.17,$24.11,,,1,1,,,,,
"Jul 22, 2026",,USD,词组拓词,词组拓词 组,non skid bathtub mat,PHRASE,kovera non skid bathtub mat,3,1,33.33%,$1.22,$1.22,$35.20,,,1,1,,,,,
"Aug 01, 2026",,USD,属性-吸盘款,属性-吸盘款 组,nonslip bathtub mat machine washable with suction cups,BROAD,non slip original bathtub mat,9,2,22.22%,$1.02,$2.04,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,属性-吸盘款,属性-吸盘款 组,nonslip bathtub mat machine washable with suction cups,BROAD,non slip bathtub mat,19,1,5.26%,$1.02,$1.02,$48.21,,,2,2,,,,,
"Jul 21, 2026",,USD,属性-吸盘款,属性-吸盘款 组,machine washable bathtub runner rugs non slip with suction cups,BROAD,machine washable bathtub runner rugs non slip,137,1,0.73%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,anti slip bathtub mat machine washable,51,2,3.92%,$1.06,$2.12,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,nonslip bathtub mat machine washable,108,2,1.85%,$1.06,$2.12,$0.00,,,0,0,,,,,
"Jul 07, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,43,1,2.33%,$0.98,$0.98,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,37,1,2.7%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,34,2,5.88%,$1.06,$2.12,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,196,1,0.51%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,61,2,3.28%,$1.06,$2.12,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,761,9,1.18%,$1.06,$9.55,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,1286,5,0.39%,$1.06,$5.30,$35.20,,,1,1,,,,,
"Jul 28, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,480,5,1.04%,$1.06,$5.30,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,304,1,0.33%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,734,9,1.23%,$1.06,$9.55,$48.21,,,2,2,,,,,
"Jul 31, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat machine washable,EXACT,non slip bathtub mat machine washable,794,7,0.88%,$1.06,$7.43,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,属性-防霉款,属性-防霉款 组,ulmaro non slip bathtub rugs mildew resistant,BROAD,ulmaro non slip bathtub mat,22,1,4.55%,$1.02,$1.02,$48.21,,,2,2,,,,,
"Jul 29, 2026",,USD,属性-防霉款,属性-防霉款 组,ulmaro non slip bathtub rugs mildew resistant,BROAD,home non slip mat bathtub,1,1,100.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 08, 2026",,USD,词组主干,词组主干 组,anti slip bathtub mat machine washable,PHRASE,non slip bathtub mat machine washable,128,1,0.78%,$0.98,$0.98,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,词组主干,词组主干 组,anti slip bathtub mat machine washable,PHRASE,non slip bathtub mat machine washable,600,3,0.5%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,词组主干,词组主干 组,anti slip bathtub mat machine washable,PHRASE,non slip bathtub mat machine washable,421,7,1.66%,$1.10,$7.71,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,词组主干,词组主干 组,shower stall runner rugs,PHRASE,5 slim shower stall runner rugs,1,1,100.0%,$0.81,$0.81,$48.21,,,2,2,,,,,
"Jul 12, 2026",,USD,词组主干,词组主干 组,shower stall runner rugs,PHRASE,big non slip shower stall runner rugs,4,2,50.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,shower stall runner rugs,PHRASE,apartment shower stall runner rugs non slip,4,1,25.0%,$1.04,$1.04,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,词组主干,词组主干 组,shower stall runner rugs,PHRASE,mirabel non slip shower stall runner rugs,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,词组主干,词组主干 组,shower stall runner rugs,PHRASE,non slip shower stall runner rugs,6,2,33.33%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,词组主干,词组主干 组,shower stall runner rugs,PHRASE,kovera shower stall runner rugs,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,shower stall runner rugs,PHRASE,kovera shower stall runner rugs,4,1,25.0%,$0.98,$0.98,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,词组主干,词组主干 组,shower stall runner rugs,PHRASE,slim guest shower stall runner rug deluxe,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,词组主干,词组主干 组,shower stall runner rugs,PHRASE,flexible lightweight shower stall runner rugs,4,1,25.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,属性-吸盘款,属性-吸盘款 组,bathtub runner rugs with trusted suction cups,BROAD,pellura shower runners,3,1,33.33%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,属性-吸盘款,属性-吸盘款 组,bathtub runner rugs with trusted suction cups,BROAD,pellura shower runners,10,1,10.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,词组拓词,词组拓词 组,runners for bathtub anti slip,PHRASE,runner for bathtub anti slip,2,2,100.0%,$1.36,$2.72,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,词组拓词,词组拓词 组,runners for bathtub anti slip,PHRASE,runners bathtub non slip,1,1,100.0%,$1.36,$1.36,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,词组拓词,词组拓词 组,runners for bathtub anti slip,PHRASE,rv runners for bathtub anti slip,2,1,50.0%,$1.05,$1.05,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组拓词,词组拓词 组,runners for bathtub anti slip,PHRASE,kovera runners for bathtub anti slip,7,1,14.29%,$0.90,$0.90,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,词组主干,词组主干 组,non slip mat for bathtub machine washable,PHRASE,non slip mat for bathtub machine washable,12,1,8.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,词组主干,词组主干 组,non slip mat for bathtub machine washable,PHRASE,non slip mat for bathtub machine washable,4,1,25.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,词组主干,词组主干 组,non slip mat for bathtub machine washable,PHRASE,non slip mat bathtub machine washable,16,3,18.75%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,non slip mat for bathtub machine washable,PHRASE,non slip mat bathtub machine washable,14,1,7.14%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,stylish stylish shower stall mat non slip,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,norvane shower stall mat anti slip,6,2,33.33%,$0.82,$1.64,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,ulmaro shower stall mat anti slip,4,1,25.0%,$0.82,$0.82,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,dremo shower stall mat non slip,4,1,25.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,mira and co shower stall mat non slip,3,2,66.67%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,large shower stall mat non slip tub floor,2,1,50.0%,$0.69,$0.69,$24.11,,,1,1,,,,,
"Jul 10, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,shower stall mat non slip,192,2,1.04%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,shower stall mat non slip,511,6,1.17%,$1.07,$6.44,$35.20,,,1,1,,,,,
"Jul 12, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,shower stall mat non slip,417,1,0.24%,$1.10,$1.10,$21.69,,,1,1,,,,,
"Jul 13, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,shower stall mat non slip,538,1,0.19%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,shower stall mat non slip,409,3,0.73%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,shower stall mat non slip,353,2,0.57%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,shower stall mat non slip premium,2,1,50.0%,$1.10,$1.10,$35.20,,,1,1,,,,,
"Jul 18, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,shower stall mat non slip flexible,3,2,66.67%,$0.82,$1.64,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,shower stall mat non slip extra long,2,1,50.0%,$0.82,$0.82,$0.00,,,0,0,,,,,
"Jul 09, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,zentab shower stall mat non slip,41,2,4.88%,$0.98,$1.96,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,zentab shower stall mat non slip,68,1,1.47%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,zentab shower stall mat non slip,110,1,0.91%,$1.04,$1.04,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,zentab shower stall mat non slip,123,3,2.44%,$1.10,$3.31,$48.21,,,2,2,,,,,
"Jul 16, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,zentab shower stall mat non slip,48,1,2.08%,$0.82,$0.82,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,zentab shower stall mat non slip,52,1,1.92%,$0.73,$0.73,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,zentab shower stall mat non slip,57,4,7.02%,$0.82,$3.30,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,zentab shower stall mat non slip,62,1,1.61%,$0.82,$0.82,$48.21,,,2,2,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,zentab shower stall mat non slip,31,1,3.23%,$0.84,$0.84,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,jadeclaw in shower resistant mat non slip,8,1,12.5%,$0.82,$0.82,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,jadeclaw in shower resistant mat non slip,4,1,25.0%,$0.82,$0.82,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,词组主干,词组主干 组,shower stall mat non slip,PHRASE,nordic shower stall mat anti slip,7,1,14.29%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,属性-吸盘款,属性-吸盘款 组,non slip shower stall mat strong and original with suction cups,BROAD,shower runner rugs non slip 5 inch,8,1,12.5%,$1.02,$1.02,$24.11,,,1,1,,,,,
"Jul 29, 2026",,USD,属性-吸盘款,属性-吸盘款 组,non slip shower stall mat strong and original with suction cups,BROAD,pellura shower non slip mat,9,1,11.11%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,size 3 bathtub rugs non slip,8,2,25.0%,$1.36,$2.72,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,size 3 bathtub rugs non slip,6,2,33.33%,$1.36,$2.72,$48.21,,,2,2,,,,,
"Jul 19, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,dorm bathtub rug non slip,13,1,7.69%,$1.36,$1.36,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,original bathtub rugs non slip,2,2,100.0%,$1.36,$2.72,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,rubber bathtub rugs non slip no stylish,15,1,6.67%,$0.81,$0.81,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,词组拓词,词组拓词 组,bathtub rugs non slip,PHRASE,quorras bathtub rugs non slip,3,1,33.33%,$1.16,$1.16,$0.00,,,0,0,,,,,
